1.523046407317213834e+03,1.490051100192500598e+03,1.915067792088935572e-02,1.457504287214165743e+03,1.572320866085969556e+03,2.562820807032334045e-02
1.528597520253864786e+03,1.594273953696994340e+03,1.494710323408149910e-01,1.476293921971293912e+03,1.559160822745692258e+03,3.574393091864246086e-02
1.453696701426066966e+03,1.427131955343041454e+03,4.848615764948040890e-02,1.567037469036392395e+03,1.495420821983166888e+03,1.958463622524993231e-01
1.550031229720645342e+03,1.543134896540556156e+03,2.712209341272291824e-02,1.416415153572299005e+03,1.418636058022166253e+03,5.278894739729155655e-02
1.457366097884030751e+03,1.584189650117452629e+03,6.507938051434643267e-02,1.564166974447214670e+03,1.462738142938422925e+03,1.722506225601385943e-01
1.541875211565246900e+03,1.587072884509572077e+03,1.629692647980019587e-02,1.563331455132375140e+03,1.528244498502549277e+03,3.219358071700318541e-02
1.412957355094353034e+03,1.587260581773585045e+03,1.319423913707140905e-01,1.466619139896727802e+03,1.516799450913213150e+03,1.864209539259006343e-01
1.537971695847847059e+03,1.534554808976922459e+03,1.583743219209844955e-01,1.535126352554116693e+03,1.453413194576501610e+03,7.857260694429239745e-02
1.510433566693935518e+03,1.587798527088545825e+03,1.929609236941794426e-01,1.596687156209155319e+03,1.411310677713593805e+03,1.281532963496085087e-01
1.510765296062112157e+03,1.504845546043079366e+03,1.248116934133301215e-01,1.591839859908649714e+03,1.582050422337892542e+03,1.395520341325417191e-01
1.469305725958118046e+03,1.489784351400368678e+03,4.239643218356310000e-02,1.533988781067091168e+03,1.460660936501635206e+03,7.872582455635009080e-02
1.434522592016839553e+03,1.406255517333104308e+03,1.078012842034526270e-01,1.578592329478329475e+03,1.466285860430437197e+03,1.790366832180719792e-01
1.508386527512637031e+03,1.571820898061602520e+03,1.071204472609087882e-01,1.469511545664767254e+03,1.411337253265443451e+03,1.058675387117243016e-02
1.410353808603154903e+03,1.436505758804610423e+03,4.596072948623546039e-02,1.526333108753545730e+03,1.405872898728288192e+03,9.723311008952484347e-02
1.565111522680841972e+03,1.545661889265725449e+03,2.233001705714668383e-02,1.437698639037648491e+03,1.425226174287989579e+03,4.901643245741265503e-02
1.542213394046282019e+03,1.593473655732538418e+03,9.810786766619103427e-02,1.469656912276472440e+03,1.419920228783292714e+03,6.842209367062773717e-02
1.408833444532593603e+03,1.579663149174665250e+03,2.986641890183888703e-02,1.596955414391811928e+03,1.432436148252147632e+03,1.454726596481017153e-01
1.415307312307125812e+03,1.566874300558183904e+03,1.045926673342661845e-01,1.550326247818246202e+03,1.430176278679222833e+03,7.091301273078580436e-02
1.402068779022049057e+03,1.518101560805675263e+03,7.598860129007528608e-02,1.566612008677029280e+03,1.462478080233349147e+03,1.238459219213646212e-01
1.598860964451588416e+03,1.472291849718708818e+03,1.351527656889847662e-01,1.428406112591834017e+03,1.511960123320958019e+03,1.912897802102193345e-01
1.519888779419385401e+03,1.432966139352803566e+03,7.322407593104618417e-02,1.402995839532645959e+03,1.469608782077664273e+03,8.289258334842464215e-02
1.435947760552940736e+03,1.488042352088273219e+03,1.857780903985739029e-01,1.571454894370219108e+03,1.469883076549583393e+03,1.242298651087042800e-02
1.472875680393216498e+03,1.552037304253726006e+03,1.526338702958679183e-01,1.542389088514880086e+03,1.522741110710252315e+03,1.543052468091968103e-02
1.572767345408630263e+03,1.488454766574534005e+03,1.193872562279565397e-01,1.571308037365683276e+03,1.414045928494616874e+03,4.042173844946025940e-02
