1.406380733287978956e+03,1.554475751936111692e+03,1.527015112336116420e-01,1.416380012003668980e+03,1.522369917865108164e+03,1.793089153501735145e-01
1.413016907408502902e+03,1.413583499358882818e+03,4.664110948665231571e-02,1.453876939055972798e+03,1.582451216863723857e+03,7.165108136862581578e-02
1.525965799821564588e+03,1.537217015837462668e+03,1.618467114200456136e-01,1.530026103602626790e+03,1.508322125656002754e+03,4.449042559123454060e-02
1.574762688655907823e+03,1.509652019479165119e+03,1.896244116113826317e-01,1.509355449068932103e+03,1.474789017915239128e+03,1.713015955938787249e-01
1.401743146460756861e+03,1.427597210551651415e+03,1.909697821448038957e-01,1.539344968770650212e+03,1.402640125112979831e+03,2.677389975890217058e-02
1.549315447398787455e+03,1.419750643840983685e+03,8.903455152887802815e-02,1.592619615540585755e+03,1.565863538904264260e+03,4.641313591190492777e-02
1.562568234200524785e+03,1.449111821064931064e+03,1.195852079209416136e-01,1.455544305946284112e+03,1.563312305542715649e+03,1.169063684469963255e-01
1.415143489234453455e+03,1.430357332516894530e+03,1.522742750591677408e-01,1.446725292369593262e+03,1.415944023551243845e+03,1.107259453671800009e-01
1.531291066919391596e+03,1.585198895898043475e+03,1.259804856462666822e-01,1.569134410895828978e+03,1.434335059535432947e+03,1.882863943294264819e-01
1.501852440016703667e+03,1.536021003120928526e+03,1.417679478505219082e-01,1.444842494124956147e+03,1.567629806444199858e+03,8.899333497332485854e-02
1.495976678299276728e+03,1.447531784375936695e+03,6.879405420274825253e-03,1.537781259911737834e+03,1.512832055772362310e+03,2.532085873231421091e-02
1.591114828986213297e+03,1.513777050511312154e+03,5.860041657582542446e-02,1.430698927395674446e+03,1.469956442720206269e+03,1.493371141181430439e-01
1.400002406713897017e+03,1.511326410286880446e+03,1.148890091499740231e-02,1.440719627231115965e+03,1.429000592571093421e+03,3.959075806824231131e-02
1.449395740198383237e+03,1.414547442176869481e+03,1.682835225569179749e-01,1.413519778720715294e+03,1.419703815183405368e+03,3.450447795542941481e-02
1.542446535582316756e+03,1.567941702083214295e+03,7.320971717705369863e-02,1.549897139086994912e+03,1.512036283663216182e+03,8.582792108097239692e-02
1.464916409957342694e+03,1.481063898539626280e+03,1.334878331397386653e-01,1.436015879083603068e+03,1.542013178012612798e+03,6.681005240820331315e-02
1.455399271276761965e+03,1.428974197809264979e+03,5.032045037918159852e-02,1.424852142049984650e+03,1.590174206525229010e+03,1.899197037509859631e-01
1.539089090510694859e+03,1.438184011733318812e+03,6.824741200305513289e-02,1.444961454781759358e+03,1.549610266425237569e+03,2.808310456563013410e-02
1.583710349629189750e+03,1.498128027413032214e+03,1.848193083518956869e-03,1.455891910729724941e+03,1.474449202484823672e+03,1.658286801368921703e-01
1.448895140439597981e+03,1.542404874849950602e+03,7.035867370493588402e-02,1.406764346208757843e+03,1.551695461119640640e+03,1.314375882269469553e-01
1.491617163455352738e+03,1.596987691540201695e+03,1.863542067953176395e-01,1.450879837008275217e+03,1.414214702492481592e+03,2.146196851400051023e-02
1.450598536564301185e+03,1.574957300347008868e+03,4.278437039453807100e-02,1.533770941284255287e+03,1.524369073790195671e+03,1.732854206307874248e-02
1.475866658296613195e+03,1.499808336780178706e+03,6.271234814003495694e-02,1.551983816124148234e+03,1.544142806124629033e+03,1.897643780531527991e-01
1.520907765726342177e+03,1.421355998798741666e+03,1.802041865954388256e-01,1.445202882853323445e+03,1.408361723824245928e+03,3.815022200975953792e-02
