1.465512789537746812e+03,1.562746495517383664e+03,4.358825721516422502e-02,1.560095284150113912e+03,1.542009809470887603e+03,7.176139192020326851e-02
1.428832860130684139e+03,1.509291299594495513e+03,1.709678885206340204e-01,1.404078275689630118e+03,1.540310566516274548e+03,4.796639956087789952e-02
1.433122572240253476e+03,1.554170817428044984e+03,4.058921123566432837e-02,1.514523729761559935e+03,1.553466276223556633e+03,1.561150602431242429e-01
1.592786105813588392e+03,1.496986214997691604e+03,1.803688299928264960e-01,1.482276723155875288e+03,1.594869895777128704e+03,6.913367897311209487e-02
1.592045343057138780e+03,1.405822312734543630e+03,9.589931266555579148e-02,1.597027359539160898e+03,1.474742903479193956e+03,1.254433395314574484e-01
1.437682931119187060e+03,1.417305137680441021e+03,1.201156265983495813e-01,1.560280306082214111e+03,1.416610888607689049e+03,9.688181888809292708e-02
1.404861312325897416e+03,1.422290762475604652e+03,1.503856559528290726e-01,1.410792420429029335e+03,1.447928087922445002e+03,1.145699067651535369e-01
1.440911109275990157e+03,1.450249022338109626e+03,1.017911338869025573e-01,1.438095554691100460e+03,1.444296552008599065e+03,1.844309964784019429e-01
1.539968722825311488e+03,1.592983058505272993e+03,5.827664220835154091e-02,1.490483769163395209e+03,1.472719959360821122e+03,1.852636618767873888e-01
1.555902917111106035e+03,1.526353210547548997e+03,3.685897705531486490e-02,1.540588415423595734e+03,1.562062846422470329e+03,2.193075679384505483e-02
1.404586618487816395e+03,1.563332040523072465e+03,1.585351104957812007e-02,1.466409629907135468e+03,1.412019233973270047e+03,1.656316302769416104e-01
1.515532571625951277e+03,1.513216399218551260e+03,1.449924131033346886e-01,1.471996639034261534e+03,1.489948711579311293e+03,6.794246871823463041e-02
1.400328434543209141e+03,1.527071241116378587e+03,8.665086328820917339e-02,1.584294113191835322e+03,1.562634105496669008e+03,1.979738873167371724e-02
1.503094522381078605e+03,1.562380478236082126e+03,3.108406983730231318e-02,1.590726101145469329e+03,1.452847674908129648e+03,7.528219407976080579e-02
1.527959035226171409e+03,1.585336523048774779e+03,1.727752320527218832e-01,1.481537145735428794e+03,1.412680196394673658e+03,1.002079301278305662e-01
1.597124880560837710e+03,1.582525352740756716e+03,5.381675096519943774e-02,1.579714230976944691e+03,1.448421534451186972e+03,1.887121488527600532e-01
1.451819519282221108e+03,1.564962144087705155e+03,8.133485580029116424e-02,1.466050650391901172e+03,1.417014092350043029e+03,7.294633143939990849e-02
1.560499377052574118e+03,1.418840546435464603e+03,5.813515884696178471e-02,1.416547713815997440e+03,1.561555487069470473e+03,2.428728288306997423e-03
1.574096617400296509e+03,1.472209683692761701e+03,1.234622172001170609e-01,1.505343513091718251e+03,1.434050015127616462e+03,1.688030525251658087e-01
1.584549922789133916e+03,1.407101806352065978e+03,1.138508877978167272e-01,1.532168878191677095e+03,1.439068925112487705e+03,2.181654465567918824e-02
1.400442842506488660e+03,1.509271669708161426e+03,1.177958222994429649e-01,1.578596858871059794e+03,1.562928402311571972e+03,9.392165165712802744e-02
1.493897674351515434e+03,1.559228544171200838e+03,5.219346167707945849e-02,1.593031509402868096e+03,1.562057105836499204e+03,1.668931890901550197e-01
1.596293747521202022e+03,1.410228560620269491e+03,5.589794195022807638e-02,1.553986535378262943e+03,1.517874775646748503e+03,1.010685634783174275e-01
1.479788960780570051e+03,1.437733547158621604e+03,4.979192776849672430e-02,1.551819823657865072e+03,1.582946868023492470e+03,8.769124195227710750e-02
